message,is_toxic
"ha, I won :) get error as below:
 
 2015-03-06 10:58:47.617 DEBUG nova.filters [req-65932138-002b-440e-b428-661940426bc6 admin admin] Filter AggregateImagePropertiesIsolation returned 1 host(s) from (pid=14378) get_filtered_objects /opt/stack/nova/nova/filters.py:84
 2015-03-06 10:58:47.617 ERROR oslo_messaging.rpc.dispatcher [req-65932138-002b-440e-b428-661940426bc6 admin admin] Exception during message handling: 'cpu_allocation_ratio'
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher Traceback (most recent call last):
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/usr/local/lib/python2.7/dist-packages/oslo_messaging/rpc/dispatcher.py"", line 142, in _dispatch_and_reply
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher executor_callback))
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/usr/local/lib/python2.7/dist-packages/oslo_messaging/rpc/dispatcher.py"", line 186, in _dispatch
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher executor_callback)
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/usr/local/lib/python2.7/dist-packages/oslo_messaging/rpc/dispatcher.py"", line 130, in _do_dispatch
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher result = func(ctxt, **new_args)
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/usr/local/lib/python2.7/dist-packages/oslo_messaging/rpc/server.py"", line 142, in inner
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher return func(*args, **kwargs)
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/opt/stack/nova/nova/scheduler/manager.py"", line 86, in select_destinations
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher filter_properties)
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/opt/stack/nova/nova/scheduler/filter_scheduler.py"", line 67, in select_destinations
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher filter_properties)
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/opt/stack/nova/nova/scheduler/filter_scheduler.py"", line 138, in _schedule
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher filter_properties, index=num)
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/opt/stack/nova/nova/scheduler/host_manager.py"", line 460, in get_filtered_hosts
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher hosts, filter_properties, index)
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/opt/stack/nova/nova/filters.py"", line 78, in get_filtered_objects
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher list_objs = list(objs)
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/opt/stack/nova/nova/filters.py"", line 44, in filter_all
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher if self._filter_one(obj, filter_properties):
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/opt/stack/nova/nova/scheduler/filters/__init__.py"", line 27, in _filter_one
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher return self.host_passes(obj, filter_properties)
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/opt/stack/nova/nova/scheduler/filters/core_filter.py"", line 56, in host_passes
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher filter_properties)
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/opt/stack/nova/nova/scheduler/filters/core_filter.py"", line 96, in _get_cpu_allocation_ratio
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher 'cpu_allocation_ratio')
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/opt/stack/nova/nova/scheduler/filters/utils.py"", line 29, in aggregate_values_from_key
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher aggregate_vals = set(aggr.metadata[key_name] for aggr in aggrlist)
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher File ""/opt/stack/nova/nova/scheduler/filters/utils.py"", line 29, in <genexpr>
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher aggregate_vals = set(aggr.metadata[key_name] for aggr in aggrlist)
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher KeyError: 'cpu_allocation_ratio'
 2015-03-06 10:58:47.617 TRACE oslo_messaging.rpc.dispatcher
 2015-03-06 10:58:47.618 ERROR oslo_messaging._drivers.common [req-65932138-002b-440e-b428-661940426bc6 admin admin] Returning exception 'cpu_allocation_ratio' to caller
 2015-03-06 10:58:47.618 ERROR oslo_messaging._drivers.common [req-65932138-002b-440e-b428-661940426bc6 admin admin] ['Traceback (most recent call last):\n', ' File ""/usr/local/lib/python2.7/dist-packages/oslo_messaging/rpc/dispatcher.py"", line 142, in _dispatch_and_reply\n executor_callback))\n', ' File ""/usr/local/lib/python2.7/dist-packages/oslo_messaging/rpc/dispatcher.py"", line 186, in _dispatch\n executor_callback)\n', ' File ""/usr/local/lib/python2.7/dist-packages/oslo_messaging/rpc/dispatcher.py"", line 130, in _do_dispatch\n result = func(ctxt, **new_args)\n', ' File ""/usr/local/lib/python2.7/dist-packages/oslo_messaging/rpc/server.py"", line 142, in inner\n return func(*args, **kwargs)\n', ' File ""/opt/stack/nova/nova/scheduler/manager.py"", line 86, in select_destinations\n filter_properties)\n', ' File ""/opt/stack/nova/nova/scheduler/filter_scheduler.py"", line 67, in select_destinations\n filter_properties)\n', ' File ""/opt/stack/nova/nova/scheduler/filter_scheduler.py"", line 138, in _schedule\n filter_properties, index=num)\n', ' File ""/opt/stack/nova/nova/scheduler/host_manager.py"", line 460, in get_filtered_hosts\n hosts, filter_properties, index)\n', ' File ""/opt/stack/nova/nova/filters.py"", line 78, in get_filtered_objects\n list_objs = list(objs)\n', ' File ""/opt/stack/nova/nova/filters.py"", line 44, in filter_all\n if self._filter_one(obj, filter_properties):\n', ' File ""/opt/stack/nova/nova/scheduler/filters/__init__.py"", line 27, in _filter_one\n return self.host_passes(obj, filter_properties)\n', ' File ""/opt/stack/nova/nova/scheduler/filters/core_filter.py"", line 56, in host_passes\n filter_properties)\n', ' File ""/opt/stack/nova/nova/scheduler/filters/core_filter.py"", line 96, in _get_cpu_allocation_ratio\n \'cpu_allocation_ratio\')\n', ' File ""/opt/stack/nova/nova/scheduler/filters/utils.py"", line 29, in aggregate_values_from_key\n aggregate_vals = set(aggr.metadata[key_name] for aggr in aggrlist)\n', ' File ""/opt/stack/nova/nova/scheduler/filters/utils.py"", line 29, in <genexpr>\n aggregate_vals = set(aggr.metadata[key_name] for aggr in aggrlist)\n', ""KeyError: 'cpu_allocation_ratio'\n""]",0
"in msm8226 case, $(AUDIO_PLATFORM) will be override as msm8974",0
"These commends don't add anything useful, you can remove them",0
"typo:
 s/instance_get_by_uui/instance_get_by_uuid",0
"this is going to crash on many RES_TXTATR_*, because only 3 or so have pAutoSet != 0",0
"As far as I remember, the '{}' doesn't work in Python 2.6. Is it intended?
 
 BTW, why format at all? Why just not to use six.text_type(getattr(db_object, db_id_name)).",0
"maybe: Can be concurrent with other |Insert| and |Remove| executions, ...",0
Oh boy! Stupid replace! Done!,1
"let's remove these, as they make no sense here",0
"Useless, v5.0.0 must have version 2.0.0",0
"The problem with this implementation (which Jenkins is showing), is that now VersionedObjectRegistry can't look up objects that are in children's registries. So this kills a lot of the base infrastructure that o.vo sets up.",0
"in ha mode, keepalived notify_master.sh tries to run:
 
  sudo -u #1234 ...
 
 which fails because #1234 is considered as the beginning of a comment",0
"right. however, at least i often have some junk files around!",0
"Again, this should only be executed if unit evaluation is on.",0
Added the entry name first but in '. I felt putting it at the was really ugly.,0
probably a yaml.dump() or yaml.safe_dump() here?,0
"Not sure why this one is confusing. It returns the list of files, so it has to be immediate, and it returns the files in that directory, not ones in sub directories.",0
dammit - yes. will fix.,1
"This should be just using ""trans"" instead of ""blocktrans""",0
nit: self.excluded_keys = excluded_keys or [],0
if vnic_type == portbindings.VNIC_DIRECT_PHYSICAL:,0
`cbuildbot chromiumos-sdk` would be the other big one,0
"Yeah, but it affects the outcome of the method because it leaves instance.device_metadata unset. But looking at instance.save() it looks like it will be handled properly, so that's fine.",0
If remove self.needs_resync this func will not be needed.,0
"yeah, i'm an idiot. i was comparing to the my workspace EventFilter (which didn't have your changes)",0
"This is minor nitpick. Ugly '\' can be avoided by using paren like
 from ... import (ClassNotFound,
  NotFound, ...)",1
"Aha, stupid me :) For some reason I thought this is printed for constructor's help and that it describes constructor parameters.",0
Do you think we should ass this to BaseTestCase? I see that this will be repeated for every Controller.,0
"Please remove ""This solution should also be backwards compatible if the resource URI specifies the tenant-id.""
 
 Backward compatibility is not needed.",0
"What I referred in the earlier comments was the second parameter here : object.
 Since you are subclassing from vpc.VpcController, I dont see a reason to pass object anymore.",0
Wtf is this ? Creating local files??,1
"I think ""call graph stack"" makes me confusing. They are two different things, and here the size just means how much user stack do you want to dump.",0
"I've not tested this, so it might be stupid...
 within the scope of a single router we won't have overlapping IPs. Could it be possible just loading the subnet and verifying whether fip_db['fixed_ip_address'] falls into the subnet's cidr?
 
 The advantage would be doing a single query for the subnet instead of a query on ports table for each port.",0
"Any reason this code isn't preserving the sleep/umount, *while* dieing?  We know the gvfs idiocy exists; I don't see the cost in leaving in protective code in the die pathway.",1
"Nit: imho a oneliner will be easier to read here
 
 size = min(self.chunk_size, self.partial_length) if self.partial else self.chunk_size",0
"bad merge conflict fix...i confess id idn't run pep8 before i pushed, i fell into that trap",0
"We don't usually split a line up like this, better might be:
  self.mock_get_driver.return_value = (
  plugin_driver.AgentBasedPluginDriver(self.plugin_instance,
  ""dummy""))",0
Put a TODO(dbrazdil) here. We should get rid of this...,0
"This is unnecessarily exececuted if both, mbNumeric and mbDateTime, are false.",0
"ACK.
  and today's sub-team meeting, we agree on: 
  both enable xbzrle and set xbzrle-cache size in nova.conf. 
 
  as PaulMurray suggested, we could start stupid and then improve.
 
  Daniel, do you agree?",0
"yeah, i did feel dirty. my excuse is that i feel like we've got a deeper problem with __get_tls. everywhere we use __get_tls is a mess of casts. i think we should change __get_tls to non-volatile void**. then i think we'd probably only ever need one cast, and no const_casts?",0
"/bin/sh, since you don't really need bash-specific syntax.",0
Just a nit pick but remove should be remove. Not patch worthy,0
it should be slave.,0
omg but those guys are such *jerks*! :P,1
dirty. to be fixed.,1
"You need to either make this a get('count', 1) or add a validator to ensure that the count key exists. KeyErrors are ugly.",1
"This should probably print to StdErr. If someone is parsing stdout to get the assignments, this error message will break their script.",0
"ah. I was stupid. yes, greater-than is my recommendation.",0
"Ergh, this method is crap then, it should raise (and not return) NotImplemented
 
 Fair enough, but it deserves another change for modifying that... :-(",1
"for next time, we did add a comment to the cutils include file:

/*
 * A handful of basic atomic operations.
 * THESE ARE HERE FOR LEGACY REASONS ONLY.  AVOID.
 *
 * PREFERRED ALTERNATIVES:
 * - Use C++/C/pthread locks/mutexes whenever there is not a
 *   convincing reason to do otherwise.  Note that very clever and
 *   complicated, but correct, lock-free code is often slower than
 *   using locks, especially where nontrivial data structures
 *   are involved.
 * - C11 stdatomic.h.
 * - Where supported, C++11 std::atomic<T> .
 *
 * PLEASE STOP READING HERE UNLESS YOU ARE TRYING TO UNDERSTAND
 * OR UPDATE OLD CODE.

sadly we didn't have the balls to add #warning. even ignoring vendor code, there's a *lot* of code using this and its [also] evil libutils twin: https://cs.corp.google.com/#search/&q=include.*utils/atomic.h%20-file:vendor/%20-file:device/&sq=package:%5Eandroid$&type=cs&m=100&sort=1",1
